0.00E+00	0
-4.30E-04	-11655136.18
-6.93E-04	-17483690.59
-9.02E-04	-22097951.08
-1.15E-03	-26834373.66
-1.25E-03	-28413462.99
-1.37E-03	-30478382.61
-1.50E-03	-32179352.21
-1.57E-03	-32787344.58
-1.69E-03	-34003047.51
-1.78E-03	-34732638.35
-1.90E-03	-35463074.6
-2.10E-03	-36073603.21
-2.36E-03	-36442907.49
-2.61E-03	-36084029.96
-2.86E-03	-35239885.75
-3.09E-03	-34031227.92
-3.37E-03	-31853163.96
-3.66E-03	-29432748.46
-4.01E-03	-26406876.83
-4.25E-03	-23742700.77
-4.44E-03	-21805579.32
-4.72E-03	-19748832.02
-5.00E-03	-18056034.73
-5.40E-03	-16365773.68
-6.02E-03	-14437106.35
-6.65E-03	-12751354.17
-7.29E-03	-11187200.46
-7.87E-03	-10349819.54
-9.10E-03	-8676184.936
-1.03E-02	-7608570.066

