0        2070    0
0        2070    0
0        2070    0
0        2070    0
1        2069    0
1        2069    0
0        2070    0
1        2069    0
31       2039    0
53       2017    0
94       1976    0
135      1935    0
170      1900    0
185      1885    0
202      1868    0
208      1862    0
215      1855    0
213      1857    0
