0	0
0.005	-6578
0.01	-13155
0.015	-19724
0.02	-26290
0.025	-32858
0.03	-39429
0.035	-46003
0.04	-52580
0.045	-59160
0.05	-65742
0.055	-72326
0.06	-78912
0.065	-85498
0.07	-92083
0.075	-98668
0.08	-105251
0.085	-111830
0.09	-118402
0.095	-124962
0.1	-131503
0.105	-138013
0.11	-144476
0.115	-150870
0.12	-157166
0.125	-163326
0.13	-169303
0.135	-175045
0.14	-180490
0.145	-185573
0.15	-190227
0.155	-194383
0.16	-197976
0.165	-200947
0.17	-203246
0.175	-204833
0.18	-205680
0.185	-205772
0.19	-205110
0.195	-203706
0.2	-201587
0.205	-198789
0.21	-195360
0.215	-191354
0.22	-186831
0.225	-181852
0.23	-176481
0.235	-170778
0.24	-164803
0.245	-158609
0.25	-152247
0.255	-145764
0.26	-139201
0.265	-132598
0.27	-125992
0.275	-119419
0.28	-112912
0.285	-106506
0.29	-100238
0.295	-94141
0.3	-88254
0.305	-82612
0.31	-77254
0.315	-72216
0.32	-67535
0.325	-63245
0.33	-59382
0.335	-55974
0.34	-53050
0.345	-50634
0.35	-48746
0.355	-47401
0.36	-46608
0.365	-46373
0.37	-46695
0.375	-47568
0.38	-48981
0.385	-50916
0.39	-53353
0.395	-56266
0.4	-59626
0.405	-63401
0.41	-67555
0.415	-72053
0.42	-76855
0.425	-81923
0.43	-87216
0.435	-92696
0.44	-98322
0.445	-104055
0.45	-109855
0.455	-115684
0.46	-121502
0.465	-127272
0.47	-132955
0.475	-138513
0.48	-143909
0.485	-149104
0.49	-154063
0.495	-158750
0.5	-163131
0.505	-167173
0.51	-170845
0.515	-174121
0.52	-176975
0.525	-179386
0.53	-181337
0.535	-182814
0.54	-183810
0.545	-184318
0.55	-184340
0.555	-183879
0.56	-182944
0.565	-181548
0.57	-179708
0.575	-177443
0.58	-174776
0.585	-171733
0.59	-168341
0.595	-164630
0.6	-160632
0.605	-156379
0.61	-151904
0.615	-147242
0.62	-142427
0.625	-137495
0.63	-132480
0.635	-127417
0.64	-122342
0.645	-117290
0.65	-112294
0.655	-107390
0.66	-102611
0.665	-97989
0.67	-93557
0.675	-89345
0.68	-85382
0.685	-81698
0.69	-78317
0.695	-75264
0.7	-72560
0.705	-70225
0.71	-68274
0.715	-66720
0.72	-65574
0.725	-64842
0.73	-64527
0.735	-64630
0.74	-65146
0.745	-66069
0.75	-67389
0.755	-69091
0.76	-71161
0.765	-73580
0.77	-76325
0.775	-79373
0.78	-82698
0.785	-86274
0.79	-90071
0.795	-94059
0.8	-98208
0.805	-102485
0.81	-106859
0.815	-111297
0.82	-115766
0.825	-120235
0.83	-124671
0.835	-129043
0.84	-133321
0.845	-137475
0.85	-141476
0.855	-145297
0.86	-148911
0.865	-152294
0.87	-155424
0.875	-158280
0.88	-160841
0.885	-163093
0.89	-165021
0.895	-166612
0.9	-167856
0.905	-168748
0.91	-169282
0.915	-169458
0.92	-169275
0.925	-168739
0.93	-167854
0.935	-166631
0.94	-165081
0.945	-163217
0.95	-161056
0.955	-158617
0.96	-155918
0.965	-152984
0.97	-149836
0.975	-146501
0.98	-143004
0.985	-139373
0.99	-135634
0.995	-131818
1	-127952
1.005	-124066
1.01	-120188
1.015	-116346
1.02	-112568
1.025	-108882
1.03	-105313
1.035	-101887
1.04	-98628
1.045	-95558
1.05	-92698
1.055	-90068
1.06	-87684
1.065	-85564
1.07	-83719
1.075	-82162
1.08	-80903
1.085	-79947
1.09	-79300
1.095	-78965
1.1	-78942
1.105	-79229
1.11	-79821
1.115	-80712
1.12	-81894
1.125	-83356
1.13	-85086
1.135	-87068
1.14	-89286
1.145	-91724
1.15	-94361
1.155	-97176
1.16	-100149
1.165	-103255
1.17	-106472
1.175	-109775
1.18	-113140
1.185	-116541
1.19	-119953
1.195	-123352
1.2	-126712
1.205	-130010
1.21	-133222
1.215	-136324
1.22	-139296
1.225	-142117
1.23	-144767
1.235	-147227
1.24	-149483
1.245	-151518
1.25	-153320
1.255	-154877
1.26	-156180
1.265	-157222
1.27	-157996
1.275	-158500
1.28	-158732
1.285	-158691
1.29	-158382
1.295	-157808
1.3	-156976
1.305	-155894
1.31	-154571
1.315	-153020
1.32	-151253
1.325	-149285
1.33	-147133
1.335	-144814
1.34	-142345
1.345	-139746
1.35	-137038
1.355	-134241
1.36	-131375
1.365	-128464
1.37	-125528
1.375	-122589
1.38	-119669
1.385	-116789
1.39	-113971
1.395	-111233
1.4	-108597
1.405	-106080
1.41	-103700
1.415	-101474
1.42	-99416
1.425	-97542
1.43	-95863
1.435	-94391
1.44	-93134
1.445	-92101
1.45	-91298
1.455	-90728
1.46	-90395
1.465	-90300
1.47	-90440
1.475	-90815
1.48	-91418
1.485	-92245
1.49	-93287
1.495	-94537
1.5	-95982
1.505	-97610
1.51	-99410
1.515	-101366
1.52	-103464
1.525	-105686
1.53	-108015
1.535	-110435
1.54	-112926
1.545	-115470
1.55	-118049
1.555	-120642
1.56	-123232
1.565	-125800
1.57	-128326
1.575	-130793
1.58	-133184
1.585	-135482
1.59	-137670
1.595	-139734
1.6	-141660
1.605	-143435
1.61	-145047
1.615	-146485
1.62	-147742
1.625	-148808
1.63	-149678
1.635	-150347
1.64	-150812
1.645	-151070
1.65	-151123
1.655	-150970
1.66	-150615
1.665	-150063
1.67	-149318
1.675	-148388
1.68	-147281
1.685	-146007
1.69	-144577
1.695	-143001
1.7	-141294
1.705	-139468
1.71	-137539
1.715	-135520
1.72	-133429
1.725	-131280
1.73	-129090
1.735	-126876
1.74	-124654
1.745	-122441
1.75	-120252
1.755	-118105
1.76	-116014
1.765	-113994
1.77	-112061
1.775	-110227
1.78	-108505
1.785	-106908
1.79	-105446
1.795	-104129
1.8	-102966
1.805	-101964
1.81	-101129
1.815	-100467
1.82	-99982
1.825	-99674
1.83	-99547
1.835	-99599
1.84	-99828
1.845	-100233
1.85	-100808
1.855	-101549
1.86	-102449
1.865	-103500
1.87	-104693
1.875	-106020
1.88	-107470
1.885	-109030
1.89	-110689
1.895	-112435
1.9	-114253
1.905	-116131
1.91	-118055
1.915	-120009
1.92	-121980
1.925	-123953
1.93	-125914
1.935	-127849
1.94	-129744
1.945	-131585
1.95	-133360
1.955	-135057
1.96	-136664
1.965	-138169
1.97	-139563
1.975	-140836
1.98	-141981
1.985	-142990
1.99	-143856
1.995	-144575
2	-145144
2.005	-145558
2.01	-145816
2.015	-145918
2.02	-145864
2.025	-145656
2.03	-145297
2.035	-144791
2.04	-144143
2.045	-143358
2.05	-142445
2.055	-141410
2.06	-140262
2.065	-139011
2.07	-137667
2.075	-136240
2.08	-134743
2.085	-133185
2.09	-131581
2.095	-129941
2.1	-128278
2.105	-126605
2.11	-124935
2.115	-123279
2.12	-121650
2.125	-120059
2.13	-118519
2.135	-117041
2.14	-115634
2.145	-114309
2.15	-113076
2.155	-111942
2.16	-110915
2.165	-110003
2.17	-109210
2.175	-108544
2.18	-108006
2.185	-107601
2.19	-107331
2.195	-107197
2.2	-107199
2.205	-107336
2.21	-107606
2.215	-108007
2.22	-108535
2.225	-109184
2.23	-109951
2.235	-110827
2.24	-111807
2.245	-112882
2.25	-114045
2.255	-115285
2.26	-116594
2.265	-117962
2.27	-119378
2.275	-120832
2.28	-122313
2.285	-123811
2.29	-125313
2.295	-126810
2.3	-128291
2.305	-129745
2.31	-131162
2.315	-132532
2.32	-133846
2.325	-135094
2.33	-136269
2.335	-137361
2.34	-138365
2.345	-139273
2.35	-140080
2.355	-140782
2.36	-141372
2.365	-141850
2.37	-142211
2.375	-142455
2.38	-142581
2.385	-142588
2.39	-142479
2.395	-142254
2.4	-141918
2.405	-141472
2.41	-140921
2.415	-140271
2.42	-139528
2.425	-138696
2.43	-137785
2.435	-136800
2.44	-135750
2.445	-134643
2.45	-133489
2.455	-132295
2.46	-131072
2.465	-129829
2.47	-128575
2.475	-127319
2.48	-126071
2.485	-124841
2.49	-123637
2.495	-122469
2.5	-121344
2.505	-120271
2.51	-119258
2.515	-118311
2.52	-117438
2.525	-116644
2.53	-115935
2.535	-115315
2.54	-114789
2.545	-114360
2.55	-114031
2.555	-113803
2.56	-113677
2.565	-113655
2.57	-113735
2.575	-113916
2.58	-114197
2.585	-114574
2.59	-115046
2.595	-115606
2.6	-116252
2.605	-116978
2.61	-117777
2.615	-118645
2.62	-119574
2.625	-120557
2.63	-121587
2.635	-122656
2.64	-123756
2.645	-124879
2.65	-126018
2.655	-127163
2.66	-128306
2.665	-129439
2.67	-130555
2.675	-131646
2.68	-132703
2.685	-133720
2.69	-134689
2.695	-135605
2.7	-136461
2.705	-137251
2.71	-137970
2.715	-138615
2.72	-139180
2.725	-139663
2.73	-140061
2.735	-140372
2.74	-140594
2.745	-140727
2.75	-140771
2.755	-140726
2.76	-140594
2.765	-140376
2.77	-140074
2.775	-139693
2.78	-139235
2.785	-138705
2.79	-138107
2.795	-137447
2.8	-136730
2.805	-135961
2.81	-135148
2.815	-134296
2.82	-133413
2.825	-132506
2.83	-131580
2.835	-130645
2.84	-129706
2.845	-128771
2.85	-127847
2.855	-126941
2.86	-126059
2.865	-125209
2.87	-124395
2.875	-123625
2.88	-122904
2.885	-122237
2.89	-121628
2.895	-121082
2.9	-120603
2.905	-120194
2.91	-119857
2.915	-119595
2.92	-119409
2.925	-119300
2.93	-119269
2.935	-119316
2.94	-119439
2.945	-119638
2.95	-119911
2.955	-120255
2.96	-120668
2.965	-121146
2.97	-121686
2.975	-122283
2.98	-122933
2.985	-123631
2.99	-124371
2.995	-125149
3	-125957
3.005	-126791
3.01	-127645
3.015	-128511
3.02	-129385
3.025	-130259
3.03	-131128
3.035	-131985
3.04	-132825
3.045	-133641
3.05	-134428
3.055	-135182
3.06	-135896
3.065	-136566
3.07	-137188
3.075	-137758
3.08	-138272
3.085	-138727
3.09	-139121
3.095	-139451
3.1	-139716
3.105	-139914
3.11	-140045
3.115	-140109
3.12	-140105
3.125	-140036
3.13	-139901
3.135	-139702
3.14	-139443
3.145	-139125
3.15	-138751
3.155	-138325
3.16	-137851
3.165	-137333
3.17	-136774
3.175	-136181
3.18	-135557
3.185	-134908
3.19	-134238
3.195	-133554
3.2	-132861
3.205	-132163
3.21	-131467
3.215	-130777
3.22	-130100
3.225	-129439
3.23	-128801
3.235	-128189
3.24	-127609
3.245	-127064
3.25	-126559
3.255	-126097
3.26	-125682
3.265	-125316
3.27	-125002
3.275	-124742
3.28	-124539
3.285	-124392
3.29	-124304
3.295	-124274
3.3	-124303
3.305	-124389
3.31	-124534
3.315	-124734
3.32	-124989
3.325	-125296
3.33	-125653
3.335	-126058
3.34	-126507
3.345	-126996
3.35	-127523
3.355	-128083
3.36	-128672
3.365	-129286
3.37	-129921
3.375	-130571
3.38	-131233
3.385	-131901
3.39	-132572
3.395	-133239
3.4	-133899
3.405	-134547
3.41	-135179
3.415	-135790
3.42	-136376
3.425	-136934
3.43	-137460
3.435	-137950
3.44	-138402
3.445	-138813
3.45	-139180
3.455	-139501
3.46	-139775
3.465	-139999
3.47	-140174
3.475	-140298
3.48	-140371
3.485	-140394
3.49	-140366
3.495	-140290
3.5	-140164
3.505	-139993
3.51	-139776
3.515	-139517
3.52	-139218
3.525	-138882
3.53	-138512
3.535	-138110
3.54	-137681
3.545	-137228
3.55	-136755
3.555	-136266
