-376.1780105	-11.97414921
-351.0471204	-10.57170593
-325.9162304	-8.994262653
-302.3560209	-8.029472077
-277.2251309	-7.064528796
-250.5235602	-6.27443281
-226.9633508	-5.484642234
-200.2617801	-4.782046248
-175.1308901	-4.167102967
-151.5706806	-3.464812391
-126.4397906	-2.93736911
-99.7382199	-2.322273124
-76.17801047	-1.794982548
-49.47643979	-1.267386562
0.785340314	-0.0375
52.61780105	1.105039267
74.60732984	1.719677138
99.7382199	2.247120419
126.4397906	3.037216405
151.5706806	3.477159686
176.7015707	4.179602967
198.6910995	4.881740838
223.8219895	5.496684119
250.5235602	6.374280105
274.0837696	7.164070681
302.3560209	8.129319372
325.9162304	9.094109948
349.4764398	10.05890052
376.1780105	11.28649651
