# Time NoPtime PTime NoPAcc NoPAcc
1	301.083	 301.39	1	1
2	35.51	105.614	8.478822867	2.853693639
4	17.125	57.285	17.58148905	5.261237671
8	11.087	36.095	27.15639939	8.34990996
16	6.972	18.986	43.18459552	15.87432845
32	4.678	11.138	64.36147926	27.05961573
48	7.335	14.794	41.04744376	20.37244829
