# Core SolTime Rate    120
12	99.159	5.762845531
24	122.267	4.673689548
36	39.31	14.53670822
48	38.572	14.81483978
60	26.849	21.28339975
72	27.539	20.75013617
84	21.594	26.46281374
96	21.637	26.41022323
108	17.566	32.53091199
120	18.082	31.60258821
# Core SolTime Rate    960
1	711.753	1
120	24.646	28.87904731
360	11.392	62.47831812
480	10.124	70.30353615
600	9.576	74.32675439
720	8.853	80.39681464
960	8.039	88.53750466
